epochs,accuracy,auc,loss,pr_auc,precision,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_recall
87,0.9989414215087891,0.9991605281829834,0.0075461226515471935,0.9982585310935974,0.9988248944282532,0.9976525902748108,0.9885714054107666,0.9936841726303101,2.1920647621154785,0.8928571343421936,0.8928571343421936,1.0
88,0.9982357025146484,0.9980688691139221,0.08091428875923157,0.9953537583351135,0.9964830279350281,0.9976525902748108,0.9923809766769409,0.986842155456543,0.8661733269691467,0.9282835721969604,0.942307710647583,0.9800000190734863
89,0.9992942810058594,0.9991608262062073,0.010516089387238026,0.9982599020004272,0.998826265335083,0.998826265335083,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
90,1.0,1.0,5.709108047009968e-19,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
91,1.0,1.0,5.157926068605032e-19,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
92,1.0,1.0,1.6681743688830925e-22,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
93,1.0,1.0,4.7188420558496336e-17,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
94,1.0,1.0,4.226529905189463e-31,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
95,1.0,1.0,2.7652475763975414e-24,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
96,1.0,1.0,2.2443747569718878e-27,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
97,1.0,1.0,3.6743124636720985e-23,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
98,1.0,1.0,3.066233991026697e-31,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
99,1.0,1.0,5.986916936172996e-29,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
100,1.0,1.0,1.28708991239877e-23,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
101,1.0,1.0,4.569460688465515e-15,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
102,1.0,1.0,5.5859648129580174e-21,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.931540310382843,0.9423186779022217,0.942307710647583,0.9800000190734863
103,1.0,1.0,7.6106853241728875e-28,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.931540310382843,0.9423186779022217,0.942307710647583,0.9800000190734863
104,1.0,1.0,3.179463578409202e-28,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
105,1.0,1.0,6.97121218435381e-29,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.931540310382843,0.9423186779022217,0.942307710647583,0.9800000190734863
