epochs,accuracy,auc,loss,pr_auc,precision,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_recall
86,0.9985885620117188,0.9999913573265076,0.004148402251303196,0.9999800324440002,0.9976525902748108,0.9976525902748108,0.9733333587646484,0.9613052606582642,0.29161590337753296,0.8204660415649414,0.8214285969734192,0.9200000166893005
87,0.9954128265380859,0.9996356964111328,0.013767444528639317,0.9984755516052246,0.9941107034683228,0.9906103014945984,0.9733333587646484,0.9737263321876526,0.16355657577514648,0.8882368206977844,0.8103448152542114,0.9399999976158142
88,1.0,1.0000001192092896,0.000968324369750917,1.0,1.0,1.0,0.977142870426178,0.9639789462089539,0.21485641598701477,0.8769062161445618,0.8392857313156128,0.9399999976158142
89,0.9989414215087891,0.9997285604476929,0.009753286838531494,0.9987512826919556,0.9988248944282532,0.9976525902748108,0.9752380847930908,0.9712210297584534,0.1897265613079071,0.8491507768630981,0.849056601524353,0.8999999761581421
90,0.9947071075439453,0.999008297920227,0.023090684786438942,0.9978117942810059,0.9940968155860901,0.9882628917694092,0.9695237874984741,0.9714525938034058,0.22038568556308746,0.8675842881202698,0.7833333611488342,0.9399999976158142
91,0.9996471405029297,1.0,0.0017518626991659403,1.0,0.9988276958465576,1.0,0.977142870426178,0.9629895091056824,0.24590468406677246,0.8498075008392334,0.8518518805503845,0.9200000166893005
92,0.9996471405029297,1.0,0.000993686611764133,1.0,0.9988276958465576,1.0,0.977142870426178,0.9536210894584656,0.24065935611724854,0.837207019329071,0.8799999952316284,0.8799999952316284
93,0.9975299835205078,0.9999309778213501,0.009824467822909355,0.9998378753662109,0.997644305229187,0.9941314458847046,0.9714285731315613,0.9833052754402161,0.19147327542304993,0.8897807002067566,0.8070175647735596,0.9200000166893005
94,0.9968242645263672,0.9999292492866516,0.01036197878420353,0.9998363256454468,0.9941383600234985,0.9953051805496216,0.9657142758369446,0.9721683859825134,0.16735723614692688,0.8713290691375732,0.7580645084381104,0.9399999976158142
95,0.9918842911720276,0.9984843730926514,0.02393452823162079,0.9956742525100708,0.984795331954956,0.9882628917694092,0.9695237874984741,0.9923368692398071,0.13326023519039154,0.90167236328125,0.7833333611488342,0.9399999976158142
96,1.0,1.0,0.0013397702714428306,1.0,1.0,1.0,0.9695237874984741,0.9770947098731995,0.2583736181259155,0.7950735092163086,0.7833333611488342,0.9399999976158142
97,0.9989414215087891,0.999997079372406,0.0021544296760112047,0.9999931454658508,0.9988248944282532,0.9976525902748108,0.9733333587646484,0.9726946949958801,0.18656514585018158,0.8576932549476624,0.8333333134651184,0.8999999761581421
98,0.9908257126808167,0.9966023564338684,0.04410232976078987,0.9914270639419556,0.9881796836853027,0.9812206625938416,0.9657142758369446,0.9769893884658813,0.21638242900371552,0.8042700290679932,0.7758620977401733,0.8999999761581421
99,0.9978828430175781,0.9999858140945435,0.004685716703534126,0.9999668598175049,0.9964788556098938,0.9964788556098938,0.9676190614700317,0.9911578893661499,0.19633077085018158,0.8776460289955139,0.7894737124443054,0.8999999761581421
100,1.0,1.0000001192092896,0.000451595988124609,1.0,1.0,1.0,0.9638095498085022,0.9509052634239197,0.27455151081085205,0.8047046065330505,0.7719298005104065,0.8799999952316284
